7687.364965848509, -0.46259174245928913
7696.37324560649, -0.5126392896316823
7701.454129606575, -0.5389728852937798
7705.610889549324, -0.5596439741505606
7713.925786556082, -0.6046697203049509
7719.005491212961, -0.6278487706533598
7722.930493530855, -0.6451606715052945
7730.5516030331955, -0.6840819697234645
7735.631512793241, -0.707809636648167
7739.787357096856, -0.7260315443607794
7747.638935818052, -0.7648657605827122
7752.718486647557, -0.7876333484989009
7757.105115658579, -0.8066120531850611
7766.110407319808, -0.8486669426115753
7771.189958149313, -0.871434530527764
7775.807212139581, -0.890742786143434
7785.043292577723, -0.9335653577930259
7788.273171778916, -0.9412002718131132
7804.437335212842, -1.0188752354066968
7809.516475836014, -1.0405455901702978
7814.364355802558, -1.0601860636016127
7824.291714812498, -1.102402109147413
7829.370547780922, -1.1232495390465735
7833.756003858211, -1.1390908426870543
7853.382112179886, -1.2285839216949648
7858.460791320935, -1.249019889161905
7863.5393679104, -1.2691815483406987
7871.850746421176, -1.304795907751765
7883.3937475100565, -1.3527084220814152
7886.6246693190105, -1.3631321370309954
7895.397324850503, -1.3994779852104533
7900.476209094717, -1.4204625692536874
7904.6314454139465, -1.4370582206865719
7913.866078735306, -1.4760099976034249
7918.944450221606, -1.4956230402059247
7923.791689240755, -1.5135490868363215
7932.561501529606, -1.5422897377269078
7944.336512756268, -1.5942368697947178
7955.415878138022, -1.6351088047285987
7960.493941969572, -1.653898922466658
7965.571698146373, -1.6718661153402767
7978.036022657689, -1.7179499077489477
7983.113676282906, -1.7356427923344198
7999.2717720815, -1.7970878488793145
8004.349630809884, -1.81532935004108
8009.427797193017, -1.8343937760672862
8012.428063399682, -1.8444060285846464
8022.3529201509955, -1.8799289518996636
8025.351109688103, -1.88438646158205
8035.50963876744, -1.9283900828056075
8044.510881777629, -1.959615509606324
8048.434095140128, -1.9721422547650302
